a1_after_insert,old,new,note
A877,,f29e5c45-d26e-48f4-99de-b52b3426e87d,row_id=131 name=Diamond Gas Jade
A878,,1a530f69-8f15-4cc4-9f88-f33428ae923e,row_id=132 name=Toho Emerald
A879,,c41bf34e-5d7b-42fd-8ea1-3aefe9d6427c,row_id=137 name=Hull 2693 (SHI)
A880,,54d529d2-39c9-405d-b6f9-054e1b8eb9b4,row_id=141 name=Hull 2695 (SHI)
A881,,7bc8bcec-950a-4d3b-98fa-5c676c5e2c4d,row_id=144 name=E'saila
A882,,6d36a90b-7533-4d8c-9d91-9b9065d27d1f,row_id=145 name=Hull 2698 (SHI)
A883,,9aa62044-68a7-4bdb-99c8-387ddb518ed3,row_id=162 name=Hull 2717 (SHI)
A884,,bba668b1-c7ee-4073-9160-3a0a664a6218,row_id=181 name=Puteri Sarawak
A885,,900b5f5b-6cfd-4356-80c4-c87fb8e7b6a1,row_id=184 name=Barzan
A886,,fb106611-9cc1-4aac-9c76-3ce6ec5de423,row_id=185 name=Umm Wishah
A887,,6eb9b898-f874-4d38-93ca-c71f0ddfdb74,row_id=186 name=Al Nigyan
A888,,54c64635-3d04-4e7c-8d78-048db5d59d8d,row_id=187 name=Hull 3393 (HDHHI)
A889,,255a40dc-19ae-46ff-8162-d3722925ffee,row_id=188 name=Hull 3394 (HDHHI)
A890,,1ce36ff8-9067-46c4-9d58-eaf79f7fea42,row_id=189 name=Al Zuwair
A891,,6e3bf036-f0c0-41f7-b4ae-ffa9adbb0795,row_id=190 name=Sharq
A892,,68653630-6c8b-463b-8be1-f93125eff8c8,row_id=191 name=Hull 3397 (HDHHI)
A893,,c3e38d82-ac7f-46bf-8b7d-ebb1a211ef6f,row_id=192 name=Halwan
A894,,aea4626e-774d-45cf-87f9-f1b058c637ec,row_id=193 name=Al Thumaid
A895,,35a965b8-b9a6-4ce6-8de1-eb88f66bcd55,row_id=194 name=Al Mazrooah
A896,,525502c3-51f5-4ba8-8d10-b0628da3aa9c,row_id=195 name=Qaffal
A897,,be6da8d8-1a92-4466-91b3-06347270ba79,row_id=196 name=Excelerate Acadia
A898,,e35da1e3-3fbd-4c2e-8f79-43889eb3d306,row_id=197 name=Hull 3441 (HDHHI)
A899,,26c1b04e-f366-4537-bad8-8f326a9a3d8c,row_id=231 name=Parthenon LNG
A900,,8ae65a68-8fa9-43b5-8fa7-154400c93445,row_id=232 name=Puteri Selangor
A901,,04f3004e-9729-4fe8-a784-455b4fef317f,row_id=233 name=Puteri Terengganu
A902,,8d1f91da-8ca4-42a6-896b-452fa04b5a6c,row_id=235 name=Olympus LNG
A903,,7d7d5e8f-7c62-4f44-83e8-34c5291f87b8,row_id=236 name=Frontier LNG
A904,,0b3aafd0-5c90-422a-88cb-a5bc19c14ab0,row_id=237 name=Muscat LNG
A905,,45c1430c-4b3e-463e-8f09-2b842dda8d9e,row_id=238 name=Musandam LNG
A906,,4e2e80e2-5229-4ec3-b4e0-e81f93ce685d,row_id=241 name=Hull 8210 (HSHI)
A907,,7c92a980-8b57-45cb-8717-06718c76a8cc,row_id=251 name=Celsius Georgetown
A908,,99a5d38a-f75b-4f11-90fd-786b58a65e43,row_id=252 name=Hull CMHI-282-02
A909,,e547bf04-f9cd-4740-9441-4470baaea3e7,row_id=263 name=Fat'h Al Khair
A910,,4b61296c-51b3-4838-b9c2-1674aa959316,row_id=264 name=Mihzem
A911,,0e55cb46-b9e2-4384-baad-cba4148dde34,row_id=265 name=Idd Al Shargi
A912,,b4bb5740-f303-4726-a20d-e1e2b2f1333d,row_id=268 name=Greenergy Wind
A913,,25b75374-8cf8-4202-a4e5-9716d588cb9a,row_id=269 name=Greenergy Cloud
A914,,ca946c2c-856f-42f2-a494-1014682c0493,row_id=270 name=Greenergy River
A915,,a9e025fc-e301-49cb-8d8f-9040e30543af,row_id=271 name=Greenergy Sea
A916,,1c8e3f36-ab78-42e8-a073-5f27f6ad29b2,row_id=272 name=Greenergy Whale
A917,,ddb3a42f-a13c-4e3c-95a4-a54743277751,row_id=273 name=Hull H1889A
A918,,124f2180-73f3-4ed5-b708-825a5bfda751,row_id=274 name=Hull H1890A
A919,,3671ad1a-51d6-4348-b215-6d800eec5114,row_id=275 name=Hull H1891A
A920,,db0f5a20-ff92-4ba0-8f05-7e19a87daa18,row_id=278 name=Puteri Johor
A921,,820e0694-4148-4026-91a9-1d3f58ab1946,row_id=279 name=Puteri Kedah
A922,,e0533bbe-8041-42b9-8e08-6473c5759144,row_id=281 name=Hull H1897A
A923,,18933580-8744-422d-9380-5507950c8737,row_id=289 name=Tianshan
A924,,133a59db-23ce-447b-90d1-729150f8a6de,row_id=318 name=Yangze LNG 01
A925,,504c866c-bd97-49c3-ab6b-d7f6938c1dbc,row_id=319 name=Hull YZJ2022-1476
A926,,22995c73-cdaf-4739-9e71-c56ead824793,row_id=324 name=Agamemnon
A927,,ccf19557-dcb6-4682-bee4-ea59eecf95f3,row_id=372 name=Al-Slaimi
A928,,ee9765d9-56a1-47ff-aea6-6acd6a12049f,row_id=373 name=Alcaios I
A929,,04f8c83d-a9bc-4466-9d44-1bd9ab3cb476,row_id=375 name=Aleksey Kosygin
A930,,a5c81a8a-c28f-40da-8ccd-6e42ffebb1ac,row_id=384 name=Antaios I
A931,,b45e1a28-97f4-43d0-9c49-950267f6f2f3,row_id=386 name=Archimidis
A932,,730ed0fe-5444-4cfc-9389-ff348c621fe9,row_id=476 name=Clean Brownsville
A933,,1c474c1f-d3fd-46e7-a5d7-6faabb3dfc7b,row_id=515 name=Dalian No 1 G175K-4
A934,,4eabdda5-b53e-4fd6-91db-6447b986b18e,row_id=516 name=Dalian No 1 G175K-6
A935,,ce5fc208-db4f-4a00-9f02-1748b12ff384,row_id=517 name=Sea Charity
A936,,894639ea-595c-4c40-854e-9cd17a6860b8,row_id=674 name=HL Puffin
A937,,9a80ebac-fb0e-4afd-8be2-55c93985e5cf,row_id=708 name=Al Sadaf
A938,,33d5d3e5-29fe-4705-9668-e90cfc51de5b,row_id=709 name=Arada
A939,,bffc90ef-2497-40be-a953-8542fc5757dd,row_id=710 name=Al Taweelah
A940,,1f67ed2e-fab2-4e21-8153-a98ad7405994,row_id=714 name=Josef Pilsudski
A941,,5f81520e-042c-4ccf-b26e-ad97dfb5e25b,row_id=976 name=Puteri Perak
A942,,9482bd03-c2a9-45d3-986f-6ec18912eb4f,row_id=978 name=Puteri Perlis
A943,,49a413b5-358a-4533-b9be-80edaeda0a6c,"row_id=1092 name=Hudong-Zhonghua (CNOOC, CMES, NYK 3)"
A944,,9a61e446-ff33-4a51-862f-46d05ed6ac5d,row_id=26 name=Mediterranean Success
A945,,944f356e-088b-45f4-b2bf-5d0b1f293196,row_id=27 name=Caribbean Success
A946,,58fe6da4-234c-40a7-90dc-e9be4064e672,row_id=72 name=Hull 2580
A947,,e0557d5c-8c2e-42f4-9158-5a13140234ce,row_id=73 name=Hull 2581 (Hanwha)
A948,,56cc49d6-e55c-42cb-84e8-632d52e0bd02,row_id=74 name=Maran Gas Poliegos
A949,,ab582acb-aef0-490c-adcd-e9c716130760,row_id=76 name=Hull 2583 (Hanwha)
A950,,c502ab10-5f4a-437d-ad3d-9ce1bc7c0a92,row_id=78 name=Hull 2584 (Hanwha)
A951,,919527d5-b981-44e8-9c90-a4823d388446,row_id=99 name=Hull 2602 (Hanwha)
A952,,4fb6abe1-3eb4-427e-9bd0-f62e4679f72d,row_id=100 name=Hull 2603 (Hanwha)
A953,,7c294367-984a-4461-b247-36a92d46a5a2,row_id=102 name=Hull 2606 (Hanwha)
A954,,ef3454dc-0214-4940-af1b-7978131490dc,row_id=103 name=Hull 2607 (Hanwha)
A955,,617374ef-ed23-433f-9b20-409be2eec42f,row_id=124 name=Hull 2656 (SHI)
A956,,7952e660-e817-4d25-bc7a-0948be867a32,row_id=125 name=Hull 2657 (SHI)
A957,,32f821b6-94c7-418e-aac3-d98920c61c7a,row_id=126 name=Hull 2658 (SHI)
A958,,4bfb9179-d158-4f10-b2be-97a7576225de,row_id=127 name=Hull 2659 (SHI)
A959,,b27a5ed9-865b-43ae-bd33-0f9d6f18f6e4,row_id=128 name=Hull 2660 (SHI)
A960,,ee87782b-270d-4618-97ab-014dd28d0de9,row_id=135 name=Barthy Vanguard
A961,,1eee48dc-e158-4044-b62c-d81e79733a7f,row_id=147 name=Al Seej
A962,,13882a6e-6e4c-43f3-a9e0-6ad803524f60,row_id=156 name=Hull 2709 (SHI)
A963,,5a457098-6dd0-4177-b678-db73a806f503,row_id=157 name=Hull 2710 (SHI)
A964,,c37208e8-cdbc-490f-a65a-6bb7e4c5439e,row_id=163 name=Hull 2729 (Hanwha)
A965,,14dd0fa7-745c-4dfc-a633-b959c889a559,row_id=164 name=Hull 2752 (SHI)
A966,,0ad2f1d6-3c23-4a16-ba4a-6f86356aba83,row_id=198 name=Hull 3442 (HDHHI)
A967,,5c30db06-701a-4363-9bad-eb86ed67ddc7,row_id=199 name=Hull 3443 (HDHHI)
A968,,69319f45-5621-4a91-98a4-9517bcf672bf,row_id=200 name=Hull 3444 (HDHHI)
A969,,9211f3bb-2d22-45a1-95f5-cb259664f51e,row_id=201 name=Clean Astraeus
A970,,001806c5-e6e1-410b-94a6-7ecb671bf37c,row_id=202 name=Clean Azeus
A971,,a5a63e77-0050-4ee6-acc3-03a3fce60d03,row_id=203 name=Hull 3454 (HDHHI)
A972,,b0cfc18a-5995-4054-84af-0473349eb292,row_id=204 name=Hull 3455 (HDHHI)
A973,,f8222251-702e-42f5-938a-bf4bad6a7bb1,row_id=207 name=Al Ghuwair
A974,,5d0fc3e9-d518-48f9-9b62-3239e84491b5,row_id=208 name=Wadi Sultana
A975,,36232630-e208-4c6d-9a47-17315bbe7a71,row_id=209 name=Lesha
A976,,95dab497-7ca3-404b-a71a-33fb7c643d3b,row_id=210 name=Al Jazi
A977,,3225a4a9-aff4-49b2-b206-2252aac51ac1,row_id=211 name=Al Mashrab
A978,,749aafc9-4347-45ea-9f13-117694599db7,row_id=212 name=Al Mirzam
A979,,2883dcfa-e67c-459e-a977-331b4ada6190,row_id=213 name=Maqdeem
A980,,6486997a-947c-447e-8dc9-38fa8a1c5d57,row_id=214 name=Al Rufaa
A981,,41ff67a8-5f42-4697-8332-e78e92ae96d5,row_id=215 name=Al Nekhsh
A982,,ad63e3c5-fdc3-44be-a7c9-2ded87024d9e,row_id=216 name=Leh'saien
A983,,06aa3e10-50ae-4cd3-855f-19ccb441401d,row_id=217 name=Le'shara
A984,,d7c6bf67-c615-455b-9b93-fcc5162b065a,row_id=218 name=Librega
A985,,342e97c2-c899-4e3c-9a0e-6dcc08aa9f72,row_id=219 name=Eshairej
A986,,54cbd4bc-5429-44ff-948a-719dbddb103a,row_id=220 name=Mneefa
A987,,56d14ab3-473c-463c-9820-41e8438c704a,row_id=221 name=Ezhara
A988,,026ef02d-b2e7-47ea-917f-6699fad6e0eb,row_id=239 name=Diamond Gas Nexus
A989,,3ffe55fb-337d-4150-b7f0-792c9c13e724,row_id=240 name=Grace Himawari
A990,,f11eadac-386e-40f9-b622-6447787c72db,row_id=242 name=Grace Gerbera
A991,,12f13a5b-642e-4137-b931-1400eb8dae2c,row_id=243 name=Ferdy Vanguard
A992,,097d1ecf-6d49-4228-bfc2-82db4f0eca74,row_id=248 name=Hull 8262 (HSHI)
A993,,cae4d463-166a-4657-84cf-a64fd9034fa9,row_id=249 name=Hull 8263 (HSHI)
A994,,a0165094-9e1c-4900-b3ff-09d2fa9bb965,row_id=250 name=Hull 8276 (Hanwha)
A995,,927034db-310e-47bb-b9ff-2ebe4d2dd2f6,row_id=253 name=Hull CMHI-282-03
A996,,70ad3b19-5a73-4caf-9959-455abdd823bb,row_id=254 name=Hull CMHI-282-04
A997,,e8acdbf4-d788-41f9-b8d6-6763c685bae3,row_id=255 name=Hull CMHI-282-05
A998,,477df14a-7be8-4aa3-8be0-8633278c8de4,row_id=256 name=Hull CMHI-282-06
A999,,0d530a84-a19c-4e6c-9cd9-fc1f999ce211,row_id=258 name=Al Sabsab
A1000,,6f1f8274-b88c-4dc3-9da7-593f342adfaf,row_id=259 name=Al Fanar
A1001,,68bb22da-94d9-48c8-aa33-feaa6a66ba02,row_id=260 name=Hull H1796A
A1002,,9b0ed931-3a63-4846-863a-92676a21dc51,row_id=280 name=Puteri Kelantan
A1003,,22ae042e-faf0-433a-88a8-432b1d4ac2c8,row_id=387 name=Archon
A1004,,ce94fff7-d09c-41db-8b6a-d2f2587f0395,row_id=408 name=Athlos
A1005,,816166ad-ff4e-40f5-8495-c5e1e822df0c,row_id=487 name=Clean Rio Grande
A1006,,be641b79-1e2c-4572-a942-4e1a0349225e,row_id=489 name=Clean Texas
A1007,,df9ff8dc-2cfb-4502-a2a4-4727491cfefa,row_id=507 name=Prime Creativity
A1008,,d772cfd9-0b82-4c0d-897b-9688ed1a51ea,row_id=510 name=Alliance Venture
A1009,,59ca4386-de72-4097-be86-e3ab51ece19d,row_id=513 name=Dalian No 1 G175K-16
A1010,,cd5f3fbc-8b2c-4e21-8907-53f32d085007,row_id=514 name=Dalian No 1 G175K-17
A1011,,fa06b346-3802-4b65-93d0-f5525c5bf23e,row_id=518 name=Dalian No 1 G175K-8
A1012,,d120da95-cc9b-4733-8288-867166f0e997,row_id=519 name=Prime Unity
A1013,,5d127fdf-e6a6-433c-920f-b7b713af07a0,row_id=541 name=Elisa Halcyon
A1014,,4781eb35-653d-4cc3-aea5-65ab8ffedfd8,row_id=639 name=Solidarity
A1015,,7a915085-50ad-47c1-845f-22c8c3afe3b6,row_id=711 name=Prime Purity
A1016,,77279099-6d3d-4024-9047-f1626a6b6905,row_id=712 name=Prime Beauty
A1017,,2a04203a-13ec-44e7-877e-7d086f950c88,row_id=80 name=Al Nasraniya
A1018,,a911177c-96bd-4334-887e-d3aa92b1b666,row_id=81 name=Al Yousifiya
A1019,,53f20251-d84c-4e2d-acc3-60272f51a9ea,row_id=82 name=Athba
A1020,,631552de-8665-4c96-abfb-a3433fe53633,row_id=83 name=E Qab
A1021,,68c01b2c-cbad-4cd1-b75a-4ff93e37cb6b,row_id=84 name=Ghash Sham
A1022,,d7594810-66d1-498e-8d17-2a5b1c5dd85a,row_id=85 name=Al Egdah
A1023,,168d4c0e-842e-466b-bf59-d12ac4908875,row_id=86 name=Al Khbaib
A1024,,79c47c00-790b-4b22-9ddc-e763b90cf69b,row_id=88 name=Khowzan
A1025,,67eec928-6d05-46c4-bd48-a498efa580b4,row_id=92 name=Hull 2598 (Hanwha)
A1026,,74191ebe-9003-4b7a-9eb2-c7f9a6d40790,row_id=94 name=Hull 2599 (Hanwha)
A1027,,e4453e6f-9f59-4b1e-a183-fe0271e77f6e,row_id=96 name=Hull 2600 (Hanwha)
A1028,,93cdde88-bc43-452d-92a1-ed055f81bddc,row_id=98 name=Hull 2601 (Hanwha)
A1029,,b0331000-591b-4959-a58d-7cef3cf3ad21,row_id=133 name=Hull 2668 (SHI)
A1030,,effd8a4c-bd58-4304-8c3f-4fcbfce1e60e,row_id=134 name=Hull 2669 (SHI)
A1031,,9f31e461-181d-4859-91e9-68d2fcca0eb1,row_id=136 name=Al Ghafat
A1032,,17c8d86a-f706-453c-91c2-6af4c7e882d4,row_id=138 name=Al Sidriya
A1033,,6e9b2745-3c3a-4c45-a99a-382efa8802fb,row_id=139 name=Lekhraib
A1034,,99436ba0-e3b0-4119-a5c0-8a58138a9b76,row_id=140 name=Ain Snan
A1035,,ebd46ece-5996-418e-8fe7-9fdc5a4bd7b5,row_id=142 name=Al Wasmi
A1036,,49c07ddd-08a0-4502-a910-f6f0a37c82f5,row_id=143 name=Wadi Al Askar
A1037,,a46e8d01-6d1d-4546-962c-fe3f7c6ccd9f,row_id=146 name=Al Shaheen
A1038,,9f163014-fbcd-43e1-b9db-f3b971823ae8,row_id=148 name=Hull 2701 (SHI)
A1039,,6faf4259-ea41-4c25-a8ff-7f094e2959cc,row_id=150 name=Libsayer
A1040,,95c25dbf-1e15-4f66-95ab-df25ab1609fb,row_id=151 name=Hull 2703 (SHI)
A1041,,529f938a-d4d8-40c3-97cc-e2380af02a44,row_id=152 name=Hull 2704 (SHI)
A1042,,6954d7bc-8741-4e1d-a500-481b3ae4d533,row_id=153 name=Hull 2705 (SHI)
A1043,,6ee5ded0-9522-43a3-8053-048bc2676c6d,row_id=154 name=Al Nouf
A1044,,a11b335c-d18a-45df-b845-388dedfb5875,row_id=155 name=Hull 2707 (SHI)
A1045,,65f91441-efcf-45d0-95c8-f0808f59f163,row_id=158 name=Hull 2711 (SHI)
A1046,,6d66d3ba-bf26-42a0-8a19-46f09519a032,row_id=159 name=Hull 2712 (SHI)
A1047,,48ea7937-637f-4d87-a47d-7dcd3f7fca3b,row_id=160 name=Hull 2713 (SHI)
A1048,,5f39cb9d-3031-4098-9293-df14d8c91248,row_id=161 name=Hull 2714 (SHI)
A1049,,d5320145-4f92-4d89-b72f-a4c5f35b727e,row_id=165 name=Hull 2753 (SHI)
A1050,,730b24ed-4d22-452d-bbb3-c8d64f194552,row_id=166 name=Hull 2754 (SHI)
A1051,,d59df766-a33e-4281-8ac7-5fb4558cbc51,row_id=167 name=Hull 2755 (SHI)
A1052,,12ab1ee4-5478-4fd2-90df-1c22c84264a4,row_id=168 name=Hull 2756 (SHI)
A1053,,6234b3b7-8416-4342-9ccd-af60c6384a01,row_id=169 name=Hull 2757 (SHI)
A1054,,ccce0701-a839-49f0-a040-2ac257ce7515,row_id=178 name=Hull 3501 (HDHHI)
A1055,,5bad1aed-26ef-4528-a101-024342fd7663,row_id=205 name=Hull 3456 (HDHHI)
A1056,,c2556913-1ed3-462b-9a98-4416f7b6e3c5,row_id=206 name=Hull 3457 (HDHHI)
A1057,,3bda42fa-3f32-4a31-8833-bcf0d062ffc2,row_id=222 name=Izghawa
A1058,,f926017c-6d63-446f-b102-d78c05d99bb8,row_id=223 name=Al Wa'ab
A1059,,b8d24695-faf3-4d75-b662-714c0a79c17e,row_id=224 name=Hull 3502 (HDHHI)
A1060,,9ddf9023-213f-4bd2-af33-f50cae0e46fd,row_id=244 name=Hull 8254 (HSHI)
A1061,,2975025f-9430-47f9-a882-9dae06943b0a,row_id=245 name=Hull 8255 (HSHI)
A1062,,f6cc4c07-dafb-456c-ad68-ea3bc521655e,row_id=246 name=Hull 8256 (HSHI)
A1063,,b1707a34-3ef2-4cc8-b55a-31d76c67a3d9,row_id=247 name=Hull 8257 (HSHI)
A1064,,fe4e90c2-c0c3-4cb1-bcf8-d6299118c38d,row_id=282 name=Hull H1898A
A1065,,f0c28148-b868-4078-9041-ab1ea68a0707,row_id=283 name=Hull H1899A
A1066,,3085bfb5-1819-4c33-8fd9-5d3d26e49c83,row_id=284 name=Hull H1900A
A1067,,f46f4301-2bca-4dd2-812c-1cf0db0b4afd,row_id=285 name=Hull H1901A
A1068,,fbce183a-49c8-4bf7-b43f-ddedfd555803,row_id=286 name=Hull H1902A
A1069,,bf8f7811-0308-466a-b2d9-478d490265da,row_id=287 name=Hull H1903A
A1070,,b94fb71d-0154-4b52-b445-e0cda27f3aff,row_id=295 name=Hull H1917A
A1071,,8fe3f5f7-aba4-427c-8fb6-a8ee92336760,row_id=298 name=Hull H1920A
A1072,,48d8a802-5bea-417f-beae-3cfd7ec988dd,row_id=299 name=Hull H1921A
A1073,,87d951d3-b19c-46b6-803f-a418a3d99773,row_id=301 name=Hull H1923A
A1074,,4e56c6ea-9986-4d8c-a56b-4912bb82fd8f,row_id=309 name=Hull H1956A
A1075,,445f3366-5945-4342-ac58-45be680e4e2a,row_id=314 name=Hull 8327 (HSHI)
A1076,,8c9668a9-a630-4385-8601-c9cba3c6608c,row_id=315 name=Hull 8328 (HSHI)
A1077,,b060a274-cd11-4cb6-a810-7023b03d1cc5,row_id=316 name=Hull 8329 (HSHI)
A1078,,4b63b5be-3ee0-46ca-af4b-8124a6baddd3,row_id=317 name=Hull Unknown 04 (HSHI)
A1079,,544f06d4-11ec-4aae-acc1-7cb37c781d78,row_id=508 name=Prime Glory
A1080,,374e9c49-407d-4c65-9b0c-4c027dad6b30,row_id=509 name=Friendship Venture
A1081,,e16a995a-f547-4c44-9ef6-8b9ffd96c045,row_id=511 name=Dalian No 1 G175K-14
A1082,,28b41426-55ea-4528-b727-35d6ad69bff7,row_id=512 name=Dalian No 1 G175K-15
A1083,,dbec1d3b-12f7-4597-8aa0-8549df6be285,row_id=666 name=Hanwha Philly 1
A1084,,5812286b-da4e-4722-8aa0-a82291a176b4,row_id=1041 name=Singapore FSRU
A1085,,013fccc8-7e80-421c-b3d0-44e1c8d56196,row_id=1144 name=Hanwha Philly SY Philadelphia 2608
A1086,,141df60d-519c-4b8e-9c96-c1f689b1cfbc,row_id=1145 name=Hanwha Philly SY Philadelphia 2609
A1087,,e0918da7-c90e-4151-9a5c-567d469c255a,row_id=1146 name=Hanwha Ocean Geoje 2614
A1088,,317aa023-4f59-4e2a-a852-334457777bff,row_id=1147 name=Hanwha Ocean Geoje 2615
A1089,,c466b099-8756-4f16-b399-49ff21daeda7,row_id=1148 name=HD Hyundai Samho Yeongam H8340
A1090,,603b9645-ab96-4c5b-b908-3efc5ca195d1,row_id=1149 name=HD Hyundai Samho Yeongam H8341
A1091,,3a417fb8-ba79-4d6b-a2fe-aecfca97928d,row_id=1150 name=Samsung HI 2775
A1092,,c9b25da7-8373-494b-89a1-931a31310cb4,row_id=1151 name=Samsung HI 2776
A1093,,41e766cb-a80d-4c8b-ac84-d50cb5b725e8,row_id=1152 name=HD Hyundai HI (HHI) Ulsan 3635
A1094,,fb7483aa-7360-4552-aced-3c51bd3ff1c3,row_id=1153 name=HD Hyundai HI (HHI) Ulsan 3636
A1095,,cd8b6ce0-0b5f-4af3-9072-8b00b4947f93,row_id=1156 name=Samsung HI 2773
A1096,,ab22511a-9f7e-44f2-8ff3-8095ce5ee4e4,row_id=1158 name=Jiangnan Shipyard Shanghai H2950
A1097,,72ff5fd7-40c9-49ce-9d85-d6d036a790d0,row_id=1159 name=Jiangnan Shipyard Shanghai H2951
A1098,,df0fd836-b8f1-48cf-b912-996dca822790,row_id=1162 name=Samsung HI 2781
A1099,,0f87769b-2b50-4d08-b669-31b00fb422ff,row_id=1166 name=Samsung HI 2777
A1100,,650ddaa7-f439-4d61-b09f-d4f261627307,row_id=1167 name=HD Hyundai HI (HHI) Ulsan 3643
A1101,,9f151e4a-0f8c-42d8-943f-bfd4835c5d8a,row_id=1168 name=Jiangnan Shipyard Shanghai H2971
A1102,,9e37c382-87d8-4543-b744-51ac3dadf606,row_id=1169 name=Jiangnan Shipyard Shanghai H2972
A1103,,029ab928-5300-4f04-93eb-166bc63ca2e5,row_id=1170 name=Samsung HI 2783
A1104,,228c93e3-1024-4c4d-afe3-969d4184dd0b,row_id=1171 name=Samsung HI 2791
A1105,,6d814672-ec65-49af-bb6c-845b2ff813d6,row_id=1175 name=Hanwha Ocean Geoje 2616
A1106,,43a1a089-2267-48fe-8dd6-12a185be5b93,row_id=1176 name=Hanwha Ocean Geoje 2617
A1107,,61a682fb-b602-4534-86fd-c8e9ff43f93a,row_id=1177 name=Hanwha Ocean Geoje 2618
A1108,,f51da5ac-d817-4c6a-84ae-1d38e622938a,row_id=1178 name=Hanwha Ocean Geoje 2619
A1109,,e4527ad4-f455-43f8-969d-6dba8a88e7b4,row_id=1182 name=Hudong-Zhonghua (TMS Cardiff Gas 1)
A1110,,c62b0f86-076e-4c99-9286-d3737e262532,row_id=1183 name=Hudong-Zhonghua (TMS Cardiff Gas 2)
A1111,,abeb7bdb-7f75-42e2-9afd-d9cabe22125b,row_id=1184 name=Hudong-Zhonghua (TMS Cardiff Gas 3)
A1112,,79df7ac4-6c6c-487a-9539-f3df003da66b,row_id=1185 name=Hudong-Zhonghua (TMS Cardiff Gas 4)
A1113,,f12f692c-1c26-4435-a67f-791b02c18402,row_id=1186 name=Hyundai Samho HI 8366
A1114,,dd4135fa-da24-4a8a-a186-c93c0a7f1667,row_id=1189 name=HD Hyundai Samho (Hyundai Glovis 1)
A1115,,967ea187-8c2f-4dcd-b492-a38e59ba4f3e,row_id=1193 name=HD Hyundai Samho (Capital Clean ECC 1)
A1116,,5b07c3e9-6659-4cce-9cdd-932fc3f144c7,row_id=1216 name=Hull CMHI-282-07
A1117,,c8602564-cb70-4807-b2df-5276cde8265a,row_id=1217 name=Hull CMHI-282-08
A1118,,6f0648c0-7ecf-4775-8367-9b4888f63f0b,row_id=1218 name=Samsung HI (unknown shipowner 1)
A1119,,7028d287-b3b1-4c11-b90c-e00f1d438d2d,row_id=291 name=Hull H1913A
A1120,,79687cbc-580f-4443-b0f2-fb26af94a238,row_id=292 name=Hull H1914A
A1121,,f4e61771-aae2-40b0-ab7c-ead787d254a9,row_id=294 name=Hull H1916A
A1122,,8b802d7b-48dd-441c-8381-c98a595124d0,row_id=296 name=Hull H1918A
A1123,,d01b9d51-ffe0-4926-8a55-646915bcc673,row_id=297 name=Hull H1919A
A1124,,6d0494e7-bc75-412b-821f-fc01bb606bfb,row_id=300 name=Hull H1922A
A1125,,6d307ee1-a594-42f8-ae93-5931a9ed14be,row_id=302 name=Hull H1924A
A1126,,4ee01317-4676-4e26-8f87-ddf2e838231d,row_id=304 name=Hull H1926A
A1127,,ee23fd7a-9fd3-445f-8272-83f14beb6cb5,row_id=305 name=Hull H1927A
A1128,,a7661c0f-2b05-4987-b3b0-5a91763710b3,row_id=306 name=Hull H1928A
A1129,,0bddbfcb-ee6a-4f86-854e-e6086f730491,row_id=307 name=Hull H1929A
A1130,,c4fbd181-e3c6-4042-89e1-8b92e89152f0,row_id=1154 name=HD Hyundai HI (HHI) Ulsan 3637
A1131,,51db193f-5dc9-45f4-b08f-c90d5d363eaa,row_id=1155 name=HD Hyundai HI (HHI) Ulsan 3638
A1132,,d26e6f42-ff89-4ae3-b92a-0a684096add7,row_id=1157 name=Samsung HI 2774
A1133,,92849f58-6403-440b-bb5b-827e85fcd2e5,row_id=1160 name=Jiangnan Shipyard Shanghai H2952
A1134,,ddaa2b2d-1384-4302-bf88-486c12ed5a40,row_id=1161 name=Jiangnan Shipyard Shanghai H2953
A1135,,c19cd8b1-8d1a-496c-94ac-4edbee751648,row_id=1163 name=Samsung HI 2782
A1136,,f013ec6c-23e0-44cf-91fd-8adcacb64b0c,row_id=1164 name=Hanwha Ocean Geoje 2623
A1137,,8301dd30-f081-4932-a8db-f2e71a6abb31,row_id=1165 name=Hanwha Ocean Geoje 2624
A1138,,c09eb75e-4a92-48d2-a9ef-a057410980fc,row_id=1172 name=Hanwha Ocean Geoje 2625
A1139,,7945988c-233b-4166-b91b-dff77fa60dd2,row_id=1173 name=Hanwha Ocean Geoje 2626
A1140,,37aabfb3-7390-4b66-aa8c-8b83244b64ea,row_id=1174 name=Samsung HI 2794
A1141,,7261580c-7f8e-443b-8b40-1ca691480d3f,row_id=1179 name=Hanwha Ocean Geoje 2620
A1142,,5283bfc9-71bf-44cf-8ad9-c1910402ee4b,row_id=1180 name=Hanwha Ocean Geoje 2621
A1143,,862f14d3-aeee-4626-9d8f-c5a520801fde,row_id=1181 name=Hanwha Ocean Geoje 2622
A1144,,390c53b3-b290-4eb5-b9ea-b639768e430d,row_id=1187 name=Hyundai Samho HI 8367
A1145,,d8dc5cbb-ccd9-4c85-9520-4696ecb3c72d,row_id=1188 name=Hyundai Samho HI 8368
A1146,,c10b81ad-dedb-4a7d-8796-e8bc0123b92b,row_id=1190 name=Hudong-Zhonghua (Bonny Gas Transport 1)
A1147,,b2cce65a-224e-428e-8b9e-4c7d96c687c1,row_id=1191 name=Hudong-Zhonghua (Bonny Gas Transport 2)
